name,sex,first,second
JAY,M,172,146
MYKOLAI,M,172,2
NOLAN,M,172,18
SANAN,M,172,0
SERHAT,M,172,20
VAKHTANGI,M,172,0
ABDULAZIZ,M,171,6
DIMA,M,171,7
JAKE,M,171,54
MARTÍN,M,171,109
OFER,M,171,4
SAM,M,171,40
SARKHAN,M,171,0
UĞUR,M,171,20
ALVIN,M,170,21
DAREK,M,170,112
ERICK,M,170,23
LUKASZ,M,170,284
RAFFAELE,M,170,20
UMIDJON,M,170,0
WŁADIMIR,M,170,9
HENDRIK,M,169,123
JAMSHID,M,169,0
JIMMY,M,169,38
KIRAN,M,169,36
SIEGFRIED,M,169,93
ALEN,M,168,25
ALPER,M,168,36
BACHUKI,M,168,0
JAVID,M,168,11
JÓZSEF,M,168,37
SAMET,M,168,23
SVIATASLAU,M,168,0
AKSEL,M,167,82
ANDRÉS,M,167,234
DARIAN,M,167,28
DEREK,M,167,71
BINOD,M,166,0
GABOR,M,166,66
GAGIK,M,166,8
JERRY,M,166,77
LEVON,M,166,3
MAXWELL,M,166,73
THANH,M,166,74
YARON,M,166,4
ARTAK,M,165,6
ASSAF,M,165,3
DORON,M,165,8
FABRIZIO,M,165,21
GERARDO,M,165,84
JOAQUIN,M,165,67
LÉO,M,165,24
NAZIM,M,165,19
ROSHAN,M,165,20
TYMOFIJ,M,165,0
ANIS,M,164,25
ARTSEMI,M,164,0
BISHAL,M,164,0
CHAIM,M,164,55
EGON,M,164,111
HOVHANNES,M,164,3
KIM,M,164,33
MARCELLO,M,164,19
SHMUEL,M,164,111
EREZ,M,163,0
MATÍAS,M,163,53
RAMAZI,M,163,0
TELESFOR,M,163,155
ANAS,M,162,21
DIETMAR,M,162,52
IDRIS,M,162,28
MAXIMILIANO,M,162,70
MIGUEL ANGEL,M,162,4
ÖZGÜR,M,162,30
AKRAM,M,161,20
AMIL,M,161,3
AYDIN,M,161,20
KHALIL,M,161,30
MANISH,M,161,8
MUKHAMMAD,M,161,2
NICK,M,161,34
VOLKAN,M,161,22
AKBAR,M,160,15
FRANÇOIS,M,160,181
ITAI,M,160,6
IZAAK,M,160,161
SERGIEJ,M,160,22
ALEKSIEJ,M,159,6
ASHOK,M,159,47
DEMIR,M,159,11
ERKAN,M,159,8
HALİL,M,159,42
SARDOR,M,159,0
SUJAN,M,159,0
AMINE,M,158,115
DIPAK,M,158,4
ELKHAN,M,158,0
ERNST,M,158,163
JASURBEK,M,158,0
RAUF,M,158,5
BERKAY,M,157,34
VITO,M,157,50
ALIK,M,156,6
DÁVID,M,156,19
FARKHOD,M,156,0
JANEK,M,156,37
LEONIDAS,M,156,52
MARCJAN,M,156,94
PRADEEP,M,156,41
XAWIER,M,156,24
JAIRO,M,155,141
MATHEW,M,155,103
OFIR,M,155,0
PRINCE,M,155,53
PÉTER,M,155,23
RAKESH,M,155,8
RECEP,M,155,7
SANTINO,M,155,45
AMAN,M,154,14
CARSTEN,M,154,29
ELSHAD,M,154,0
ERNESTO,M,154,200
HARI,M,154,17
HAROLD,M,154,57
ILJA,M,154,7
JAREK,M,154,95
RAPHAËL,M,154,44
SASCHA,M,154,29
VALERIAN,M,154,5
YOTAM,M,154,0
ARYAN,M,153,18
JAYSON,M,153,9
RATI,M,153,0
RUSTEM,M,153,0
ANATOLIJ,M,152,13
LOTHAR,M,152,92
NABIL,M,152,40
RAMON,M,152,133
SUREN,M,152,3
VIJAY,M,152,44
HENRI,M,151,208
MATTHIEU,M,151,30
MELCHIOR,M,151,571
SACHIN,M,151,4
TAHIR,M,151,23
TORSTEN,M,151,26
YANIV,M,151,4
ARTURO,M,150,177
CĂTĂLIN,M,150,19
DAMYR,M,150,0
FRÉDÉRIC,M,150,65
GODERDZI,M,150,0
KUMAR,M,150,2590
MATWIJ,M,150,2
RUSŁAN,M,150,24
SALMAN,M,150,23
SAVELI,M,150,0
ANDRES FELIPE,M,149,0
ANDRÁS,M,149,35
ELMIR,M,149,0
JEFFERSON,M,149,14
NODIRBEK,M,149,0
OWEN,M,149,81
PARVIZ,M,149,0
RALPH,M,149,62
YONG,M,149,22
AKSHAY,M,148,6
SÁNDOR,M,148,15
AGUSTIN,M,147,102
AIDAN,M,147,52
ALEC,M,147,26
AMAR,M,147,19
AZAD,M,147,23
ILKHOM,M,147,0
KEREM,M,147,40
YEISON,M,147,2
ABRAM,M,146,20
FLAVIO,M,146,16
HRYHORIY,M,146,0
JESSE,M,146,34
MESUT,M,146,12
NIKOLAJ,M,146,21
OTTON,M,146,210
SATURNIN,M,146,236
ȘTEFAN,M,146,6
ANTONII,M,145,9
BALTAZAR,M,145,520
BO,M,145,31
GILAD,M,145,6
ITAN,M,145,8
NATIG,M,145,0
SHAI,M,145,13
VEPKHVIA,M,145,0
DOUGLAS,M,144,164
FREDERIK,M,144,90
MAURIZIO,M,144,14
OKAN,M,144,19
SAVA,M,144,5
TIMOFII,M,144,0
ADILET,M,143,0
I,M,143,3
KARSTEN,M,143,28
TAHA,M,143,65
YAKUB,M,143,14
ALIKHAN,M,142,0
DOMINICK,M,142,27
LERI,M,142,0
MATHEUS,M,142,22
NADIR,M,142,17
RADZIVON,M,142,0
DEVID,M,141,5
FILIPP,M,141,3
GRIGOL,M,141,0
HARUN,M,141,15
HUSEYN,M,141,0
KAKHABERI,M,141,0
LUDWIG,M,141,180
NIKHIL,M,141,4
RAJ,M,141,294
AMAL,M,140,4
ANH,M,140,164
IEGOR,M,140,0
ODED,M,140,4
RAGNAR,M,140,140
REVAZI,M,140,0
ROMANI,M,140,0
SANJAR,M,140,0
YELISEI,M,140,0
ABDULLA,M,139,14
ASKAR,M,139,3
HOLGER,M,139,32
MAJKEL,M,139,45
MAXIMUS,M,139,62
RONALDO,M,139,29
SINAN,M,139,24
TOMEK,M,139,39
DAROSŁAW,M,138,33
DITMAR,M,138,40
EMILIANO,M,138,45
ILARION,M,138,0
JAYDEN,M,138,25
KLIM,M,138,0
MERDAN,M,138,2
SŁAWOSZ,M,138,78
GAURAV,M,137,6
IGORS,M,137,0
SHAVKAT,M,137,0
STUART,M,137,124
SYMEON,M,137,149
TARIK,M,137,46
WENANCJUSZ,M,137,74
ALEKO,M,136,0
AZER,M,136,3
FARUK,M,136,157
GEORGIY,M,136,2
GERD,M,136,62
GRIGOR,M,136,3
MAURICE,M,136,181
OHAD,M,136,0
RONEN,M,136,5
USMAN,M,136,35
ABBAS,M,135,67
CEM,M,135,59
CHRISTOF,M,135,95
DMITRIJS,M,135,0
FREDERIC,M,135,73
KEITH,M,135,124
MOHAN,M,135,62
PER,M,135,19
ROŚCISŁAW,M,135,52
TOLGA,M,135,27
ASEN,M,134,7
EFE,M,134,144
ELIJAH,M,134,58
HAMID,M,134,27
HENRIQUE,M,134,228
VEDAT,M,134,4
VITALIJ,M,134,8
VOLKER,M,134,37
YULII,M,134,0
ALFONSO,M,133,337
ASIM,M,133,13
BART,M,133,25
HALIL,M,133,33
JASUR,M,133,0
MAXYM,M,133,5
NURSULTAN,M,133,0
TAMIR,M,133,7
ŞTEFAN,M,133,19
BRONISLAV,M,132,0
ERHAN,M,132,14
KOSTAS,M,132,33
PANAGIOTIS,M,132,25
RONI,M,132,15
SALOMON,M,132,98
ZIV,M,132,9
CRAIG,M,131,67
DANIYAR,M,131,0
GAGA,M,131,0
GOR,M,131,0
HAIM,M,131,166
JUAN DAVID,M,131,0
METIN,M,131,23
URIEL,M,131,122
YOSYF,M,131,2
ANASTAZY,M,130,261
ASADBEK,M,130,0
DARWIN,M,130,15
HERNAN,M,130,145
KLYM,M,130,0
LUIZ,M,130,112
MATEJ,M,130,9
PRAVEEN,M,130,7
RAMZAN,M,130,4
SHOKHRUKH,M,130,0
THÉO,M,130,20
FAISAL,M,129,33
HUNG,M,129,84
MAMED,M,129,0
YASSIN,M,129,15
DEZYDERIUSZ,M,128,147
GIULIO,M,128,14
NAMIG,M,128,0
NURBEK,M,128,0
RAVSHAN,M,128,0
REZO,M,128,2
SORIN,M,128,28
YAROMYR,M,128,0
ALWIN,M,127,48
AVRAM,M,127,8
AYHAN,M,127,12
DUŠAN,M,127,13
DYMYTRII,M,127,0
HUSSEIN,M,127,80
KADIR,M,127,32
LIWIUSZ,M,127,58
SERAFIM,M,127,5
TOMIR,M,127,45
TYLER,M,127,66
VOLODIMIR,M,127,0
ARAZ,M,126,2
AVTANDILI,M,126,0
AYOUB,M,126,8
DARREN,M,126,29
FINN,M,126,34
FIRAT,M,126,36
FIRDAVS,M,126,0
MURODJON,M,126,0
RONNY,M,126,13
SEDAT,M,126,9
UCHA,M,126,0
UMID,M,126,0
VIVEK,M,126,2
ZORIAN,M,126,20
ARNAUD,M,125,32
BERTOLD,M,125,61
DYONIZY,M,125,137
ERCAN,M,125,5
HRISTO,M,125,0
JANISŁAW,M,125,45
MAGAMED,M,125,0
RADOMIŁ,M,125,60
TEIMURAZI,M,125,0
THIERRY,M,125,56
ADITYA,M,124,14
ANDERS,M,124,104
BOJAN,M,124,16
DARKO,M,124,5
ELIOT,M,124,29
KAREL,M,124,28
KERIM,M,124,25
KRASIMIR,M,124,5
MOSTAFA,M,124,28
YOUSEF,M,124,24
BIKASH,M,123,0
CSABA,M,123,18
GEORGES,M,123,179
MIKOLA,M,123,0
MIRAN,M,123,9
NUNO,M,123,53
PETROS,M,123,21
PREM,M,123,9
QUENTIN,M,123,29
TRAIAN,M,123,10
AIBEK,M,122,0
BJÖRN,M,122,54
FRANTIŠEK,M,122,8
FRIEDRICH,M,122,177
JACOPO,M,122,5
MARCELIN,M,122,46
OUSSAMA,M,122,8
SALVADOR,M,122,107
SARGIS,M,122,3
SEBASTIÁN,M,122,53
ZSOLT,M,122,23
DILMUROD,M,121,0
ERDEM,M,121,42
FRANKLIN,M,121,50
KYRYLL,M,121,0
NABIN,M,121,0
RADZIMIR,M,121,73
SABIR,M,121,5
STÉPHANE,M,121,57
SŁAWOJ,M,121,114
VITTORIO,M,121,32
ZEEV,M,121,69
ANATOLY,M,120,0
ARNO,M,120,51
CONOR,M,120,45
GARIK,M,120,2
NARAYAN,M,120,70
NURIDDIN,M,120,0
RUI,M,120,20
YILMAZ,M,120,13
LAJOS,M,119,11
LEWIS,M,119,117
MAHAMMAD,M,119,2
MILTON,M,119,18
NARESH,M,119,11
NENAD,M,119,0
OĞUZHAN,M,119,7
ZINOVIY,M,119,0
AMMAR,M,118,23
AUSTIN,M,118,60
EDOARDO,M,118,13
ERVIN,M,118,8
GABRYEL,M,118,160
LÉON,M,118,37
MAXIMILIEN,M,118,25
MUSTAPHA,M,118,7
NIMROD,M,118,6
SHAHIN,M,118,12
SHERALI,M,118,0
VANO,M,118,0
ZOLTAN,M,118,46
BARAN,M,117,40
BATYR,M,117,0
DROR,M,117,2
FERDINAND,M,117,70
ILIAN,M,117,7
JON,M,117,78
MUSLIM,M,117,3
TURAN,M,117,13
ALIKA,M,116,0
BEGENCH,M,116,0
DENİZ,M,116,47
DEXTER,M,116,19
ELIAN,M,116,30
ELMAN,M,116,2
IONUŢ,M,116,22
MUHAMAD,M,116,3
RADOSLAV,M,116,8
RANDY,M,116,7
ROIN,M,116,0
STANISLAS,M,116,118
YAHYA,M,116,25
DASTAN,M,115,3
JHONATAN,M,115,0
KADİR,M,115,16
LEVI,M,115,59
LIVIU,M,115,15
MIHÁLY,M,115,7
RACHID,M,115,8
RAFAL,M,115,176
ROMAIN,M,115,35
RUVYM,M,115,0
SERGE,M,115,60
YVES,M,115,115
ARSENIUSZ,M,114,29
DIDIER,M,114,47
FADI,M,114,16
FILIPE,M,114,291
JOHNNY,M,114,23
SIMION,M,114,3
VASILEIOS,M,114,18
BERK,M,113,71
CONNOR,M,113,64
DÁNIEL,M,113,22
EDGARS,M,113,2
JEROME,M,113,48
LUÍS,M,113,72
MACIEK,M,113,42
RASTSISLAU,M,113,0
ROI,M,113,0
SEBASTIEN,M,113,27
TAKHIR,M,113,0
THORSTEN,M,113,17
WILMER,M,113,9
YASİN,M,113,25
BOAZ,M,112,10
IONEL,M,112,14
SIMEON,M,112,18
TUAN,M,112,72
ALEKSEJ,M,111,3
BRADLEY,M,111,55
HEIKO,M,111,13
LEE,M,111,446
MAHDI,M,111,30
MIROSLAW,M,111,100
NAVEEN,M,111,0
ROBINSON,M,111,17
SAHIL,M,111,4
ARKADI,M,110,2
AVI,M,110,19
AYAN,M,110,15
CAMERON,M,110,45
FERENC,M,110,33
HARRISON,M,110,60
JAVOKHIR,M,110,0
MATEUS,M,110,35
NARIMAN,M,110,0
NICODEM,M,110,11
RUFAT,M,110,0
VLAS,M,110,0
YEVGENII,M,110,0
ŚWIATOSŁAW,M,110,41
AGIL,M,109,0
AMRIT,M,109,0
BISHNU,M,109,0
CHEN,M,109,10
HAMLET,M,109,3
MELVIN,M,109,10
STEVE,M,109,50
SULEYMAN,M,109,5
TOMISŁAW,M,109,52
TSOTNE,M,109,0
VINOD,M,109,25
YANIS,M,109,18
AYMAN,M,108,46
FACUNDO,M,108,27
INGO,M,108,37
ISMAYIL,M,108,0
JURAJ,M,108,10
MILOSZ,M,108,46
NIELS,M,108,14
OLECH,M,108,30
PAVLE,M,108,0
SALIH,M,108,36
WAEL,M,108,21
YANG,M,108,12
ANDRIUS,M,107,4
BAKHTIYAR,M,107,0
ENVER,M,107,6
IRFAN,M,107,27
JURII,M,107,2
KHUSNIDDIN,M,107,0
LADISLAV,M,107,4
ORFEUSZ,M,107,47
PIETER,M,107,85
RAJNHOLD,M,107,33
WOŁODYMYR,M,107,6
YUSIF,M,107,2
ABDALLAH,M,106,29
ANDRIEJ,M,106,0
ANTONINO,M,106,16
BACHANA,M,106,0
ERKIN,M,106,3
GUVANCH,M,106,0
ILIIA,M,106,0
LEVENT,M,106,19
SAMER,M,106,17
ZAURI,M,106,0
ALIN,M,105,18
ALLEN,M,105,151
ANAND,M,105,31
BIBEK,M,105,0
CHINGIZ,M,105,0
DIONISIE,M,105,0
DOV,M,105,88
DUC,M,105,40
FURKAT,M,105,0
GLENN,M,105,31
ITZHAK,M,105,90
KAIRAT,M,105,0
MEKAN,M,105,0
MLADEN,M,105,3
MUKESH,M,105,13
MURMAN,M,105,0
NYKYTA,M,105,0
ROHAN,M,105,27
ROLANDO,M,105,39
SAMUELE,M,105,7
SAROJ,M,105,0
YOUNES,M,105,7
ZACK,M,105,13
AKMALJON,M,104,0
AUGUSTIN,M,104,61
CIRO,M,104,8
DETLEF,M,104,44
ERAZM,M,104,168
FARHAD,M,104,12
GOPAL,M,104,18
HUGON,M,104,104
IAGO,M,104,0
JUMBER,M,104,0
LUC,M,104,68
MIRIAN,M,104,0
PASQUALE,M,104,28
RADYSLAV,M,104,0
SHMAGI,M,104,0
SUKHROB,M,104,0
UDO,M,104,31
USEVALAD,M,104,0
VLADIMERI,M,104,0
ALPEREN,M,103,30
AMOS,M,103,39
BAR,M,103,6
HERMANN,M,103,163
ILKHOMJON,M,103,0
MARTSIN,M,103,0
MOISES,M,103,60
NIGEL,M,103,47
RAJENDRA,M,103,32
RENARD,M,103,42
ROTEM,M,103,0
RUDI,M,103,45
SASHA,M,103,22
SHAKHIN,M,103,0
SILVIO,M,103,28
TENGIZI,M,103,0
ASHRAF,M,102,56
DEMYAN,M,102,0
DZIMITRY,M,102,0
EGE,M,102,61
EMZARI,M,102,0
FAZLIDDIN,M,102,0
FREDY,M,102,99
JOE,M,102,77
KARAN,M,102,11
MARKIYAN,M,102,0
MEIR,M,102,101
PRADIP,M,102,5
WESLEY,M,102,70
ANTÓNIO,M,101,73
BORYSŁAW,M,101,46
EVGENI,M,101,2
GURPREET,M,101,0
HAO,M,101,9
IONUT,M,101,40
OLEKSIJ,M,101,4
RADOMYR,M,101,0
VICENTE,M,101,77
WILIBALD,M,101,32
AHARON,M,100,71
ASHER,M,100,63
BÜLENT,M,100,9
COLLIN,M,100,12
DEMID,M,100,2
ISKANDAR,M,100,2
LAWRENCE,M,100,152
NEMANJA,M,100,0
NUGZARI,M,100,0
SAUL,M,100,57
YEHONATAN,M,100,9
ZAKIR,M,100,5
AJITH,M,99,5
ANKIT,M,99,0
ARCHIE,M,99,16
AZAR,M,99,0
BARAK,M,99,0
BRUCE,M,99,113
CARLOS ANDRES,M,99,0
CYRIL,M,99,42
ELTUN,M,99,0
EREKLE,M,99,0
EROL,M,99,8
FRANCOIS,M,99,126
GORDON,M,99,127
HAKOB,M,99,3
HENNADIY,M,99,0
ILAY,M,99,4
ILHAM,M,99,6
JOSE LUIS,M,99,0
KAY,M,99,20
OMARI,M,99,5
ONDŘEJ,M,99,2
RODOLFO,M,99,45
SARVAR,M,99,0
SASZA,M,99,38
TEMIRLAN,M,99,0
TIMOFIY,M,99,0
VALERIO,M,99,18
WILLEM,M,99,123
AGUS,M,98,48
ANISH,M,98,3
BIKRAM,M,98,23
DIOGO,M,98,19
JACKSON,M,98,42
KANAT,M,98,0
MINDAUGAS,M,98,2
MOSES,M,98,41
NAMIK,M,98,3
NIV,M,98,2
NUR,M,98,35
RAMIRO,M,98,43
SABIN,M,98,20
SEIMUR,M,98,0
YI,M,98,6
CHANDRA,M,97,179
ELIEZER,M,97,57
EMİR,M,97,37
EVGEN,M,97,0
FAKHRIDDIN,M,97,0
GIULIANO,M,97,16
HARTMUT,M,97,29
IGNAT,M,97,0
JEYHUN,M,97,0
KRISTOF,M,97,44
LEKSO,M,97,0
OKTAY,M,97,10
PAWAN,M,97,0
RAHIM,M,97,26
RAZ,M,97,8
TAO,M,97,6
ABDELRAHMAN,M,96,14
AMIRANI,M,96,0
AMR,M,96,13
ATANAS,M,96,3
AYMEN,M,96,12
CEMAL,M,96,8
EZRA,M,96,52
IOSEBI,M,96,0
KAZIMIR,M,96,6
MIRCEA,M,96,12
SARATH,M,96,2
SEMION,M,96,2
YORAM,M,96,9
ATHANASIOS,M,95,8
BAIRAM,M,95,0
FRANCK,M,95,34
JAMBUL,M,95,0
KELVIN,M,95,32
LAXMAN,M,95,12
PANKAJ,M,95,12
RUMEN,M,95,0
RUVIM,M,95,0
SHAUN,M,95,35
SHIMON,M,95,62
TOMA,M,95,7
ZAMIR,M,95,7
ALEKSEJS,M,94,0
ARKHYP,M,94,0
COSMIN,M,94,20
CRISTIANO,M,94,22
EUSTACHY,M,94,184
JURABEK,M,94,0
KRISZTIÁN,M,94,15
LADO,M,94,0
MIKAIL,M,94,17
MOJŻESZ,M,94,36
RAJNER,M,94,27
SAAD,M,94,53
SIROJIDDIN,M,94,0
VAHE,M,94,0
WALERIJ,M,94,0
AURELIAN,M,93,38
DILSHODBEK,M,93,0
EUGENIO,M,93,58
FABIEN,M,93,21
FIRUZ,M,93,0
LEONEL,M,93,77
MICHAIŁ,M,93,3
NAM,M,93,158
POLIKARP,M,93,115
RIZVAN,M,93,0
SAMANDAR,M,93,0
STEPHANE,M,93,34
WITALI,M,93,5
YU,M,93,10
CALEB,M,92,24
CALVIN,M,92,35
GEOFFREY,M,92,61
HAI,M,92,58
HARUTYUN,M,92,0
NIKOŁAJ,M,92,9
SUBASH,M,92,4
SUMIT,M,92,2
VLADIMÍR,M,92,5
ANDRIS,M,91,4
ARCHILI,M,91,0
BRENDON,M,91,22
GHEORGHII,M,91,0
JEMALI,M,91,0
LUIS FERNANDO,M,91,0
MARTYNIAN,M,91,24
PILIP,M,91,0
SAMY,M,91,22
SURYA,M,91,5
VENKATA,M,91,23
YAKAU,M,91,0
YAKOV,M,91,39
ÁDÁM,M,91,12
ANDRIA,M,90,0
ANOOP,M,90,0
BERAT,M,90,27
BORYSLAV,M,90,0
CLAUS,M,90,26
JAMIL,M,90,21
LEI,M,90,0
NINO,M,90,29
PETRUS,M,90,95
RAMIR,M,90,2
REMI,M,90,28
SANDIP,M,90,5
XUAN,M,90,13
AKHMAD,M,89,3
ALMAZ,M,89,0
AREK,M,89,45
BRENDAN,M,89,39
CORNELIS,M,89,137
EDISON,M,89,19
ERDAL,M,89,6
GRAHAM,M,89,88
JOVAN,M,89,15
MARWAN,M,89,8
MATT,M,89,21
PAVOL,M,89,12
REGINALD,M,89,70
SHAHID,M,89,17
SHUBHAM,M,89,0
SULEIMAN,M,89,15
SULKHAN,M,89,0
TODOR,M,89,4
ULAN,M,89,0
BENEDIKT,M,88,79
DAMIANO,M,88,14
HABIB,M,88,40
JIAN,M,88,0
KHAMZAT,M,88,0
MAKHMUD,M,88,0
MARCELL,M,88,11
MORGAN,M,88,43
NIHAT,M,88,0
NIZAMI,M,88,3
ODILJON,M,88,0
PETRE,M,88,8
RAVAN,M,88,0
SHACHAR,M,88,0
SINGH,M,88,1735
ULF,M,88,11
UMESH,M,88,10
YASSER,M,88,18
ABDURRAHMAN,M,87,4
BIN,M,87,62
DATA,M,87,0
FAUSTYN,M,87,147
FREDDY,M,87,27
JALAL,M,87,10
JIE,M,87,2
JIMSHER,M,87,0
JITHIN,M,87,0
JULIÁN,M,87,20
MAHENDRA,M,87,17
ROCCO,M,87,34
SAGI,M,87,3
SOFIANE,M,87,6
SYLWIN,M,87,64
TREVOR,M,87,39
YEHUDA,M,87,88
ADRIÁN,M,86,37
ALES,M,86,0
ANDRO,M,86,0
BARRY,M,86,61
CLÉMENT,M,86,21
DONIYOR,M,86,0
ILDAR,M,86,0
JAROGNIEW,M,86,46
JESPER,M,86,20
KUZMA,M,86,0
RANJIT,M,86,5
SABRI,M,86,17
SALAH,M,86,93
SAMEER,M,86,14
SERCAN,M,86,11
SHAKHZOD,M,86,0
SHARON,M,86,12
SURENDRA,M,86,7
SİNAN,M,86,6
YOUCEF,M,86,5
ARKADY,M,85,77
ARNEL,M,85,0
ARTŪRS,M,85,0
CANER,M,85,13
GHENNADI,M,85,0
GOGI,M,85,0
IVÁN,M,85,52
JOAN,M,85,25
KRIS,M,85,48
LONG,M,85,83
LUAN,M,85,10
MAHIR,M,85,8
MATWIEJ,M,85,3
MOHIT,M,85,2
NIHAD,M,85,0
OLIMJON,M,85,0
RONNIE,M,85,16
SERGIJ,M,85,4
SYRIUSZ,M,85,94
VEYSEL,M,85,6
BRAHIM,M,84,6
BİLAL,M,84,11
DAVRON,M,84,0
DILAN,M,84,4
GUSEIN,M,84,0
HORACY,M,84,90
I KADEK,M,84,0
INTIGAM,M,84,0
JOEY,M,84,9
MOISE,M,84,9
NAIL,M,84,7
NIKOLAUS,M,84,68
PLAMEN,M,84,7
RENISŁAW,M,84,26
STAS,M,84,9
TIKHON,M,84,0
ZAFER,M,84,9
ZHAN,M,84,0
ADOLFO,M,83,140
ARKADZI,M,83,0
DALIBOR,M,83,3
HICHAM,M,83,3
KARLO,M,83,3
MAJID,M,83,12
OSAMA,M,83,34
QIANG,M,83,0
SEMIR,M,83,28
SHYAM,M,83,14
WENDELIN,M,83,48
YORDAN,M,83,2
ALEKSANDROS,M,82,10
ANRI,M,82,0
ARTEMIUSZ,M,82,19
ASHLEY,M,82,48
AZIZJON,M,82,0
BURHAN,M,82,15
DAGMAR,M,82,26
DANI,M,82,7
DIAS,M,82,3
FÁBIO,M,82,3
GIANNI,M,82,16
GINO,M,82,25
HADI,M,82,51
IMAM,M,82,11
ISTVAN,M,82,15
LEONTII,M,82,0
MORDECHAI,M,82,93
OLLIE,M,82,4
RAVIL,M,82,0
SAKHIB,M,82,0
SANDER,M,82,23
SAŠA,M,82,0
SHANE,M,82,37
VAGIF,M,82,0
VǍN,M,82,13
WALENTYN,M,82,37
ÖZCAN,M,82,2
ABDELKADER,M,81,14
ANEESH,M,81,0
ARIS,M,81,17
ARTŪRAS,M,81,0
CORNEL,M,81,26
CORNELIU,M,81,3
DIPENDRA,M,81,0
ELISEI,M,81,7
ETIBAR,M,81,0
FABRICE,M,81,25
GIZO,M,81,0
HAREL,M,81,5
IACOB,M,81,0
ILLA,M,81,2
JEIKHUN,M,81,0
MILEN,M,81,8
MOURAD,M,81,8
NIZAR,M,81,14
SRINIVAS,M,81,5
TRUNG,M,81,61
WIRGILIUSZ,M,81,102
XIN,M,81,3
ZAHID,M,81,4
ADALBERT,M,80,77
ALDO,M,80,37
ANTONIOS,M,80,8
ASAD,M,80,16
BRANISLAV,M,80,2
DIYORBEK,M,80,0
ERAY,M,80,17
EZIZ,M,80,0
FRED,M,80,33
ILAI,M,80,0
KARTHIK,M,80,9
LAZAR,M,80,9
MARUF,M,80,7
RAFAIL,M,80,9
SEVERIN,M,80,13
TELMAN,M,80,0
XUÂN,M,80,21
ABDULRAHMAN,M,79,24
ANDI,M,79,3
BAPTISTE,M,79,40
BERTRAND,M,79,41
COSTEL,M,79,7
ELIO,M,79,18
FRANTS,M,79,0
GIANCARLO,M,79,4
GRYGORIY,M,79,0
I WAYAN,M,79,0
JONIBEK,M,79,0
JUAN SEBASTIAN,M,79,0
NIL,M,79,7
PRASAD,M,79,554
RATMIR,M,79,2
RIDVAN,M,79,10
RUSSELL,M,79,81
SACHA,M,79,15
SALİH,M,79,31
TALGAT,M,79,0
TEIMUR,M,79,0
VEPA,M,79,0
YUSUP,M,79,0
AIDAR,M,78,0
BENNY,M,78,24
DALER,M,78,0
EDVIN,M,78,11
ELDANIZ,M,78,0
GIDEON,M,78,12
HARIS,M,78,19
HERNÁN,M,78,81
ILIYA,M,78,0
ILKHAM,M,78,0
JORGE LUIS,M,78,0
KHURSHID,M,78,4
KHUSAN,M,78,0
MANTAS,M,78,3
PARYS,M,78,38
RAMZI,M,78,24
SATISH,M,78,16
YANNICK,M,78,17
YASH,M,78,5
YAVUZ,M,78,20
ZAAL,M,78,0
ÖZKAN,M,78,6
ALIBEK,M,77,0
AMER,M,77,15
CARLOS ALBERTO,M,77,0
CASPIAN,M,77,10
EDEN,M,77,15
EHOR,M,77,0
EHUD,M,77,3
FAIG,M,77,0
FRITZ,M,77,68
GAVIN,M,77,24
GENNARO,M,77,12
MARIÁN,M,77,0
METİN,M,77,7
NGOC,M,77,11
PENG,M,77,0
PRASHANT,M,77,12
RICO,M,77,10
SAI,M,77,30
SALEH,M,77,47
TOMISLAV,M,77,3
VENKATESH,M,77,5
VOLODYMIR,M,77,0
YERLAN,M,77,0
BASIL,M,76,18
DEMETRE,M,76,0
DENISS,M,76,2
GURGEN,M,76,2
HARISH,M,76,10
HELIODOR,M,76,103
IBROKHIM,M,76,0
IMAD,M,76,13
JOAO,M,76,12
JUAN CAMILO,M,76,0
LUIS ALBERTO,M,76,0
MISHA,M,76,7
MYCHAJŁO,M,76,2
NASIR,M,76,20
OFEK,M,76,0
OMELIAN,M,76,0
PRIDON,M,76,0
REDA,M,76,23
SHOHRAT,M,76,0
SYLVESTER,M,76,78
TAFADZWA,M,76,34
YANUSH,M,76,2
ABROR,M,75,0
ATAKAN,M,75,18
BHARAT,M,75,24
CIPRIAN,M,75,14
EBERHARD,M,75,53
ELIZEUSZ,M,75,38
ELYOR,M,75,0
FARIS,M,75,20
KAMEL,M,75,25
KHURSHED,M,75,0
MAHMUD,M,75,21
MEYLIS,M,75,0
NGỌC,M,75,25
RABIN,M,75,0
RAHMAN,M,75,103
REINER,M,75,25
TAMER,M,75,15
VIKTORS,M,75,0
VITOR,M,75,21
WILFRIED,M,75,47
YOEL,M,75,32
ZDENĚK,M,75,3
ARSENIJ,M,74,0
BJORN,M,74,42
BOBIR,M,74,0
BONDO,M,74,0
DINH,M,74,11
DOREL,M,74,5
DRAGOMIR,M,74,42
DUVAN,M,74,50
EDMOND,M,74,45
ENGIN,M,74,11
FARES,M,74,14
FRANKIE,M,74,8
GREGORIO,M,74,93
ISLOMJON,M,74,0
ISSAM,M,74,13
JAVLONBEK,M,74,0
JOCHEN,M,74,19
MAKSIMS,M,74,0
MYRAT,M,74,0
NADER,M,74,14
RAIMUND,M,74,21
ROM,M,74,3
SERHIJ,M,74,0
SHANKAR,M,74,60
UFUK,M,74,6
VIKAS,M,74,10
VYTAUTAS,M,74,2
